Year,Ceremony,Award,Winner,Name,Film,,,
1995,68,Sound,,"Donald O. Mitchell, Frank A. Montaño, Michael Herbick, Petur Hliddal",Batman Forever ,,,
1995,68,Sound,,"Andy Nelson, Scott Millan, Anna Behlmer, Brian Simmons",Braveheart ,,,
1995,68,Sound,,"Kevin O'Connell, Rick Kline, Gregory H. Watkins, William B. Kaplan",Crimson Tide ,,,
1995,68,Sound,,"Steve Maslow, Gregg Landaker, Keith A. Wester",Waterworld ,,,
1995,68,Sound Effects Editing,,"John Leveque, Bruce Stambler",Batman Forever ,,,
1995,68,Sound Effects Editing,1,"Lon Bender, Per Hallberg",Braveheart ,,,
1995,68,Sound Effects Editing,,George Watters II,Crimson Tide ,,,
1995,68,Visual Effects,,"Robert Legato, Michael Kanfer, Leslie Ekker, Matt Sweeney",Apollo 13 ,,,
1995,68,Visual Effects,1,"Scott E. Anderson, Charles Gibson, Neal Scanlan, John Cox",Babe ,,,
1995,68,Writing (Screenplay Based on Material Previously Produced or Published),,"William Broyles, Jr., Al Reinert",Apollo 13 ,,,
1995,68,Writing (Screenplay Based on Material Previously Produced or Published),,"George Miller, Chris Noonan",Babe ,,,
1995,68,Writing (Screenplay Based on Material Previously Produced or Published),,Mike Figgis,Leaving Las Vegas ,,,
1995,68,Writing (Screenplay Based on Material Previously Produced or Published),,"Anna Pavignano, Michael Radford, Furio Scarpelli, Giacomo Scarpelli, Massimo Troisi",The Postman (Il Postino) ,,,
1995,68,Writing (Screenplay Based on Material Previously Produced or Published),1,Emma Thompson,Sense and Sensibility ,,,
1995,68,Writing (Screenplay Written Directly for the Screen),,Randall Wallace,Braveheart ,,,
1995,68,Writing (Screenplay Written Directly for the Screen),,Woody Allen,Mighty Aphrodite ,,,
1995,68,Writing (Screenplay Written Directly for the Screen),,"Stephen J. Rivele, Christopher Wilkinson, Oliver Stone",Nixon ,,,
1995,68,Writing (Screenplay Written Directly for the Screen),,"Screenplay by Joss Whedon, Andrew Stanton, Joel Cohen, Alec Sokolow; Story by John Lasseter, Peter Docter, Andrew Stanton, Joe Ranft",Toy Story ,,,
1995,68,Writing (Screenplay Written Directly for the Screen),1,Christopher McQuarrie,The Usual Suspects ,,,
1995,68,Special Achievement Award,1,Toy Story,John Lasseter,,,
1995,68,Honorary Award,1,,Kirk Douglas,,,
1995,68,Honorary Award,1,,Chuck Jones,,,
1995,68,Gordon E. Sawyer Award,1,,Donald C. Rogers,,,
1996,69,Actor in a Leading Role,,Jerry Maguire,Tom Cruise,,,
1996,69,Actor in a Leading Role,,The English Patient,Ralph Fiennes,,,
1996,69,Actor in a Leading Role,,The People vs. Larry Flynt,Woody Harrelson,,,
1996,69,Actor in a Leading Role,1,Shine,Geoffrey Rush,,,
1996,69,Actor in a Leading Role,,Sling Blade,Billy Bob Thornton,,,
1996,69,Actor in a Supporting Role,1,Jerry Maguire,"Cuba Gooding, Jr.",,,
1996,69,Actor in a Supporting Role,,Fargo,William H. Macy,,,
1996,69,Actor in a Supporting Role,,Shine,Armin Mueller-Stahl,,,
1996,69,Actor in a Supporting Role,,Primal Fear,Edward Norton,,,
1996,69,Actor in a Supporting Role,,Ghosts of Mississippi,James Woods,,,
1996,69,Actress in a Leading Role,,Secrets & Lies,Brenda Blethyn,,,
1996,69,Actress in a Leading Role,,Marvin's Room,Diane Keaton,,,
1996,69,Actress in a Leading Role,1,Fargo,Frances McDormand,,,
1996,69,Actress in a Leading Role,,The English Patient,Kristin Scott Thomas,,,
1996,69,Actress in a Leading Role,,Breaking the Waves,Emily Watson,,,
1996,69,Actress in a Supporting Role,,The Crucible,Joan Allen,,,
1996,69,Actress in a Supporting Role,,The Mirror Has Two Faces,Lauren Bacall,,,
1996,69,Actress in a Supporting Role,1,The English Patient,Juliette Binoche,,,
1996,69,Actress in a Supporting Role,,The Portrait of a Lady,Barbara Hershey,,,
1996,69,Actress in a Supporting Role,,Secrets & Lies,Marianne Jean-Baptiste,,,
1996,69,Art Direction,,Art Direction: Bo Welch,The Birdcage , Set Decoration: Cheryl Carasik,,
1996,69,Art Direction,1,Art Direction: Stuart Craig,The English Patient , Set Decoration: Stephenie McMillan,,
1996,69,Art Direction,,Art Direction: Brian Morris,Evita , Set Decoration: Philippe Turlure,,
1996,69,Art Direction,,Tim Harvey,Hamlet ,,,
1996,69,Art Direction,,Art Direction: Catherine Martin,William Shakespeare's Romeo & Juliet , Set Decoration: Brigitte Broch,,
1996,69,Cinematography,1,John Seale,The English Patient ,,,
1996,69,Cinematography,,Darius Khondji,Evita ,,,
1996,69,Cinematography,,Roger Deakins,Fargo ,,,
1996,69,Cinematography,,Caleb Deschanel,Fly Away Home ,,,
1996,69,Cinematography,,Chris Menges,Michael Collins ,,,
1996,69,Costume Design,,Paul Brown,Angels and Insects ,,,
1996,69,Costume Design,,Ruth Myers,Emma ,,,
1996,69,Costume Design,1,Ann Roth,The English Patient ,,,
1996,69,Costume Design,,Alex Byrne,Hamlet ,,,
1996,69,Costume Design,,Janet Patterson,The Portrait of a Lady ,,,
1996,69,Directing,1,Anthony Minghella,The English Patient ,,,
1996,69,Directing,,Joel Coen,Fargo ,,,
1996,69,Directing,,Milos Forman,The People vs. Larry Flynt ,,,
1996,69,Directing,,Mike Leigh,Secrets & Lies ,,,
1996,69,Directing,,Scott Hicks,Shine ,,,
1996,69,Documentary (Feature),,Susan W. Dryfoos,The Line King: The Al Hirschfeld Story ,,,
1996,69,Documentary (Feature),,"Jo Menell, Angus Gibson",Mandela ,,,
1996,69,Documentary (Feature),,"Anne Belle, Deborah Dickson",Suzanne Farrell: Elusive Muse ,,,
1996,69,Documentary (Feature),,Rick Goldsmith,Tell the Truth and Run: George Seldes and the American Press ,,,
1996,69,Documentary (Feature),1,"Leon Gast, David Sonenberg",When We Were Kings ,,,
1996,69,Documentary (Short Subject),1,Jessica Yu,Breathing Lessons: The Life and Work of Mark O'Brien ,,,
1996,69,Documentary (Short Subject),,"Jeffrey Marvin, Bayley Silleck",Cosmic Voyage ,,,
1996,69,Documentary (Short Subject),,Perry Wolff,An Essay on Matisse ,,,
1996,69,Documentary (Short Subject),,"Susanne Simpson, Ben Burtt",Special Effects ,,,
1996,69,Documentary (Short Subject),,"Paul Seydor, Nick Redman",The Wild Bunch: An Album in Montage ,,,
1996,69,Film Editing,1,Walter Murch,The English Patient ,,,
1996,69,Film Editing,,Gerry Hambling,Evita ,,,
1996,69,Film Editing,,Roderick Jaynes,Fargo ,,,
1996,69,Film Editing,,Joe Hutshing,Jerry Maguire ,,,
1996,69,Film Editing,,Pip Karmel,Shine ,,,
1996,69,Foreign Language Film,,Georgia,A Chef in Love ,,,
1996,69,Foreign Language Film,1,Czech Republic,Kolya ,,,
1996,69,Foreign Language Film,,Norway,The Other Side of Sunday ,,,
1996,69,Foreign Language Film,,Russia,Prisoner of the Mountains ,,,
1996,69,Foreign Language Film,,France,Ridicule ,,,
1996,69,Makeup,,"Matthew W. Mungle, Deborah La Mia Denaver",Ghosts of Mississippi ,,,
1996,69,Makeup,1,"Rick Baker, David LeRoy Anderson",The Nutty Professor ,,,
1996,69,Makeup,,"Michael Westmore, Scott Wheeler, Jake Garber",Star Trek: First Contact ,,,
1996,69,Music (Original Dramatic Score),1,Gabriel Yared,The English Patient ,,,
1996,69,Music (Original Dramatic Score),,Patrick Doyle,Hamlet ,,,
1996,69,Music (Original Dramatic Score),,Elliot Goldenthal,Michael Collins ,,,
1996,69,Music (Original Dramatic Score),,David Hirschfelder,Shine ,,,
1996,69,Music (Original Dramatic Score),,John Williams,Sleepers ,,,
1996,69,Music (Original Musical or Comedy Score),1,Rachel Portman,Emma ,,,
1996,69,Music (Original Musical or Comedy Score),,Marc Shaiman,The First Wives Club ,,,
1996,69,Music (Original Musical or Comedy Score),,Music by Alan Menken,The Hunchback of Notre Dame , Lyrics by Stephen Schwartz, Orchestral Score by Alan Menken,
1996,69,Music (Original Musical or Comedy Score),,Randy Newman,James and the Giant Peach ,,,
1996,69,Music (Original Musical or Comedy Score),,Hans Zimmer,The Preacher's Wife ,,,
1996,69,Music (Original Song),,Music and Lyric by Diane Warren,"""Because You Loved Me"" from Up Close and Personal",,,
1996,69,Music (Original Song),,"Music and Lyric by James Newton Howard, Jud J. Friedman and Allan Dennis Rich","""For The First Time"" from One Fine Day",,,
1996,69,Music (Original Song),,"Music and Lyric by Barbra Streisand, Marvin Hamlisch, Bryan Adams and Robert 'Mutt' Lange","""I Finally Found Someone"" from The Mirror Has Two Faces",,,
1996,69,Music (Original Song),,Music and Lyric by Adam Schlesinger,"""That Thing You Do!"" from That Thing You Do!",,,
1996,69,Music (Original Song),1,Music by Andrew Lloyd Webber,"""You Must Love Me"" from Evita", Lyric by Tim Rice,,
1996,69,Best Picture,1,"Saul Zaentz, Producer",The English Patient ,,,
1996,69,Best Picture,,"Ethan Coen, Producer",Fargo ,,,
1996,69,Best Picture,,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers",Jerry Maguire ,,,
1996,69,Best Picture,,"Simon Channing-Williams, Producer",Secrets & Lies ,,,
1996,69,Best Picture,,"Jane Scott, Producer",Shine ,,,
1996,69,Short Film (Animated),,"Timothy Hittle, Chris Peterson",Canhead ,,,
1996,69,Short Film (Animated),,Richard Condie,La Salla ,,,
1996,69,Short Film (Animated),1,"Tyron Montgomery, Thomas Stellmach",Quest ,,,
1996,69,Short Film (Animated),,Peter Lord,Wat's Pig ,,,
1996,69,Short Film (Live Action),,Antonio Urrutia,"De Tripas, Corazon ",,,
1996,69,Short Film (Live Action),1,"David Frankel, Barry Jossen",Dear Diary ,,,
1996,69,Short Film (Live Action),,"Kim Magnusson, Anders Thomas Jensen",Ernst & Lyset ,,,
1996,69,Short Film (Live Action),,Juan Carlos Fresnadillo,Esposados ,,,
1996,69,Short Film (Live Action),,"Bernadette Carranza, Antonello De Leo",Wordless ,,,
1996,69,Sound,1,"Walter Murch, Mark Berger, David Parker, Chris Newman",The English Patient ,,,
1996,69,Sound,,"Andy Nelson, Anna Behlmer, Ken Weston",Evita ,,,
1996,69,Sound,,"Chris Carpenter, Bill W. Benton, Bob Beemer, Jeff Wexler",Independence Day ,,,
1996,69,Sound,,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",The Rock ,,,
1996,69,Sound,,"Steve Maslow, Gregg Landaker, Kevin O'Connell, Geoffrey Patterson",Twister ,,,
1996,69,Sound Effects Editing,,"Richard L. Anderson, David A. Whittaker",Daylight ,,,
1996,69,Sound Effects Editing,,"Alan Robert Murray, Bub Asman",Eraser ,,,
1996,69,Sound Effects Editing,1,Bruce Stambler,The Ghost and the Darkness ,,,
1996,69,Visual Effects,,"Scott Squires, Phil Tippett, James Straus, Kit West",Dragonheart ,,,
1996,69,Visual Effects,1,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",Independence Day ,,,
1996,69,Visual Effects,,"Stefen Fangmeier, John Frazier, Habib Zargarpour, Henry La Bounta",Twister ,,,
1996,69,Writing (Screenplay Based on Material Previously Produced or Published),,Arthur Miller,The Crucible ,,,
1996,69,Writing (Screenplay Based on Material Previously Produced or Published),,Anthony Minghella,The English Patient ,,,
1996,69,Writing (Screenplay Based on Material Previously Produced or Published),,Kenneth Branagh,Hamlet ,,,
1996,69,Writing (Screenplay Based on Material Previously Produced or Published),1,Billy Bob Thornton,Sling Blade ,,,
1996,69,Writing (Screenplay Based on Material Previously Produced or Published),,John Hodge,Trainspotting ,,,
1996,69,Writing (Screenplay Written Directly for the Screen),1,"Ethan Coen, Joel Coen",Fargo ,,,
1996,69,Writing (Screenplay Written Directly for the Screen),,Cameron Crowe,Jerry Maguire ,,,
1996,69,Writing (Screenplay Written Directly for the Screen),,John Sayles,Lone Star ,,,
1996,69,Writing (Screenplay Written Directly for the Screen),,Mike Leigh,Secrets & Lies ,,,
1996,69,Writing (Screenplay Written Directly for the Screen),,Screenplay by Jan Sardi,Shine , Story by Scott Hicks,,
1996,69,Honorary Award,1,Michael Kidd,,,,
1996,69,Irving G. Thalberg Memorial Award,1,Saul Zaentz,,,,
1996,69,Award of Commendation,1,Joe Lombardi,,,,
1996,69,John A. Bonner Medal of Commendation,1,Volker W. Bahnemann,,,,
1996,69,John A. Bonner Medal of Commendation,1,"Burton ""Bud"" Stone",,,,
1997,70,Actor in a Leading Role,,Matt Damon,Good Will Hunting,,,
1997,70,Actor in a Leading Role,,Robert Duvall,The Apostle,,,
1997,70,Actor in a Leading Role,,Peter Fonda,Ulee's Gold,,,
1997,70,Actor in a Leading Role,,Dustin Hoffman,Wag the Dog,,,
1997,70,Actor in a Leading Role,1,Jack Nicholson,As Good as It Gets,,,
1997,70,Actor in a Supporting Role,,Robert Forster,Jackie Brown,,,
1997,70,Actor in a Supporting Role,,Anthony Hopkins,Amistad,,,
1997,70,Actor in a Supporting Role,,Greg Kinnear,As Good as It Gets,,,
1997,70,Actor in a Supporting Role,,Burt Reynolds,Boogie Nights,,,
1997,70,Actor in a Supporting Role,1,Robin Williams,Good Will Hunting,,,
1997,70,Actress in a Leading Role,,Helena Bonham Carter,The Wings of the Dove,,,
1997,70,Actress in a Leading Role,,Julie Christie,Afterglow,,,
1997,70,Actress in a Leading Role,,Judi Dench,Mrs. Brown,,,
1997,70,Actress in a Leading Role,1,Helen Hunt,As Good as It Gets,,,
1997,70,Actress in a Leading Role,,Kate Winslet,Titanic,,,
1997,70,Actress in a Supporting Role,1,Kim Basinger,L.A. Confidential,,,
1997,70,Actress in a Supporting Role,,Joan Cusack,In & Out,,,
1997,70,Actress in a Supporting Role,,Minnie Driver,Good Will Hunting,,,
1997,70,Actress in a Supporting Role,,Julianne Moore,Boogie Nights,,,
1997,70,Actress in a Supporting Role,,Gloria Stuart,Titanic,,,
1997,70,Art Direction,,Art Direction: Jan Roelfs,Gattaca , Set Decoration: Nancy Nye,,
1997,70,Art Direction,,Art Direction: Dante Ferretti,Kundun , Set Decoration: Francesca Lo Schiavo,,
1997,70,Art Direction,,Art Direction: Jeannine Oppewall,L.A. Confidential , Set Decoration: Jay R. Hart,,
1997,70,Art Direction,,Art Direction: Bo Welch,Men in Black , Set Decoration: Cheryl Carasik,,
1997,70,Art Direction,1,Art Direction: Peter Lamont,Titanic , Set Decoration: Michael Ford,,
1997,70,Cinematography,,Janusz Kaminski,Amistad ,,,
1997,70,Cinematography,,Roger Deakins,Kundun ,,,
1997,70,Cinematography,,Dante Spinotti,L.A. Confidential ,,,
1997,70,Cinematography,1,Russell Carpenter,Titanic ,,,
1997,70,Cinematography,,Eduardo Serra,The Wings of the Dove ,,,
1997,70,Costume Design,,Ruth E. Carter,Amistad ,,,
1997,70,Costume Design,,Dante Ferretti,Kundun ,,,
1997,70,Costume Design,,Janet Patterson,Oscar and Lucinda ,,,
1997,70,Costume Design,1,Deborah L. Scott,Titanic ,,,
1997,70,Costume Design,,Sandy Powell,The Wings of the Dove ,,,
1997,70,Directing,,Peter Cattaneo,The Full Monty ,,,
1997,70,Directing,,Gus Van Sant,Good Will Hunting ,,,
1997,70,Directing,,Curtis Hanson,L.A. Confidential ,,,
1997,70,Directing,,Atom Egoyan,The Sweet Hereafter ,,,
1997,70,Directing,1,James Cameron,Titanic ,,,
1997,70,Documentary (Feature),,Michael Paxton,Ayn Rand: A Sense of Life ,,,
1997,70,Documentary (Feature),,"Michèle Ohayon, Julia Schachter",Colors Straight Up ,,,
1997,70,Documentary (Feature),,"Spike Lee, Sam Pollard",4 Little Girls ,,,
1997,70,Documentary (Feature),1,"Rabbi Marvin Hier, Richard Trank",The Long Way Home ,,,
1997,70,Documentary (Feature),,"Dan Gifford, William Gazecki",Waco: The Rules of Engagement ,,,
1997,70,Documentary (Short Subject),,"George Casey, Paul Novros",Alaska: Spirit of the Wild ,,,
1997,70,Documentary (Short Subject),,"Kieth Merrill, Jonathan Stern",Amazon ,,,
1997,70,Documentary (Short Subject),,Terri Randall,Daughter of the Bride ,,,
1997,70,Documentary (Short Subject),,"Mel Damski, Andrea Blaugrund",Still Kicking: The Fabulous Palm Springs Follies ,,,
1997,70,Documentary (Short Subject),1,"Donna Dewey, Carol Pasternak",A Story of Healing ,,,
1997,70,Film Editing,,Richard Francis-Bruce,Air Force One ,,,
1997,70,Film Editing,,Richard Marks,As Good as It Gets ,,,
1997,70,Film Editing,,Pietro Scalia,Good Will Hunting ,,,
1997,70,Film Editing,,Peter Honess,L.A. Confidential ,,,
1997,70,Film Editing,1,"Conrad Buff, James Cameron, Richard A. Harris",Titanic ,,,
1997,70,Foreign Language Film,,Germany,Beyond Silence ,,,
1997,70,Foreign Language Film,1,The Netherlands,Character ,,,
1997,70,Foreign Language Film,,Brazil,Four Days in September ,,,
1997,70,Foreign Language Film,,Spain,Secrets of the Heart ,,,
1997,70,Foreign Language Film,,Russia,The Thief ,,,
1997,70,Makeup,1,"Rick Baker, David LeRoy Anderson",Men in Black ,,,
1997,70,Makeup,,"Lisa Westcott, Veronica Brebner, Beverley Binda",Mrs. Brown ,,,
1997,70,Makeup,,"Tina Earnshaw, Greg Cannom, Simon Thompson",Titanic ,,,
1997,70,Music (Original Dramatic Score),,John Williams,Amistad ,,,
1997,70,Music (Original Dramatic Score),,Danny Elfman,Good Will Hunting ,,,
1997,70,Music (Original Dramatic Score),,Philip Glass,Kundun ,,,
1997,70,Music (Original Dramatic Score),,Jerry Goldsmith,L.A. Confidential ,,,
1997,70,Music (Original Dramatic Score),1,James Horner,Titanic ,,,
1997,70,Music (Original Musical or Comedy Score),,Music by Stephen Flaherty,Anastasia , Lyrics by Lynn Ahrens, Orchestral Score by David Newman,
1997,70,Music (Original Musical or Comedy Score),,Hans Zimmer,As Good as It Gets ,,,
1997,70,Music (Original Musical or Comedy Score),1,Anne Dudley,The Full Monty ,,,
1997,70,Music (Original Musical or Comedy Score),,Danny Elfman,Men in Black ,,,
1997,70,Music (Original Musical or Comedy Score),,James Newton Howard,My Best Friend's Wedding ,,,
1997,70,Music (Original Song),,Music by Alan Menken,"""Go The Distance"" from Hercules", Lyric by David Zippel,,
1997,70,Music (Original Song),,Music and Lyric by Diane Warren,"""How Do I Live"" from Con Air",,,
1997,70,Music (Original Song),,Music by Stephen Flaherty,"""Journey To The Past"" from Anastasia", Lyric by Lynn Ahrens,,
1997,70,Music (Original Song),,Music and Lyric by Elliott Smith,"""Miss Misery"" from Good Will Hunting",,,
1997,70,Music (Original Song),1,Music by James Horner,"""My Heart Will Go On"" from Titanic", Lyric by Will Jennings,,
1997,70,Best Picture,,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers",As Good as It Gets ,,,
1997,70,Best Picture,,"Uberto Pasolini, Producer",The Full Monty ,,,
1997,70,Best Picture,,"Lawrence Bender, Producer",Good Will Hunting ,,,
1997,70,Best Picture,,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers",L.A. Confidential ,,,
1997,70,Best Picture,1,"James Cameron and Jon Landau, Producers",Titanic ,,,
1997,70,Short Film (Animated),,Joanna Quinn,Famous Fred ,,,
1997,70,Short Film (Animated),1,Jan Pinkava,Geri's Game ,,,
1997,70,Short Film (Animated),,Sylvain Chomet,La Vieille Dame et les Pigeons (The Old Lady and the Pigeons) ,,,
1997,70,Short Film (Animated),,Alexander Petrov,The Mermaid ,,,
1997,70,Short Film (Animated),,"Steve Moore, Dan O'Shannon",Redux Riding Hood ,,,
1997,70,Short Film (Live Action),,"Pearse Moore, Tim Loane",Dance Lexie Dance ,,,
1997,70,Short Film (Live Action),,"Roger Goldby, Barney Reisz",It's Good to Talk ,,,
1997,70,Short Film (Live Action),,"Birger Larsen, Thomas Lydholm",Sweethearts? ,,,
1997,70,Short Film (Live Action),1,"Chris Tashima, Chris Donahue",Visas and Virtue ,,,
1997,70,Short Film (Live Action),,"Kim Magnusson, Anders Thomas Jensen",Wolfgang ,,,
1997,70,Sound,,"Paul Massey, Rick Kline, D. M. Hemphill, Keith A. Wester",Air Force One ,,,
1997,70,Sound,,"Kevin O'Connell, Greg P. Russell, Arthur Rochester",Con Air ,,,
1997,70,Sound,,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",Contact ,,,
